Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd,Test 4 - raw,Test 4 - ppfd,Test 5 - raw,Test 5 - ppfd,Test 6 - raw,Test 6 - ppfd,Test 7 - raw,Test 7 - ppfd,Test 8 - raw,Test 8 - ppfd,Test 9 - raw,Test 9 - ppfd,Test 10 - raw,Test 10 - ppfd,Test 11 - raw,Test 11 - ppfd,Test 12 - raw,Test 12 - ppfd,Test 13 - raw,Test 13 - ppfd,Test 14 - raw,Test 14 - ppfd,Test 15 - raw,Test 15 - ppfd,Test 16 - raw,Test 16 - ppfd,Test 17 - raw,Test 17 - ppfd,Test 18 - raw,Test 18 - ppfd
Note,"",390,N/A,N/A,N/A,0.003,0.016,0.003,0.016,0.003,0.015,0.002,0.012,0.002,0.012,0.003,0.009,0.003,0.017,0.003,0.016,0.004,0.024,0.003,0.016,0.003,0.016,0.003,0.016,0.002,0.009,0.002,0.013,0.003,0.015,0.002,0.013,0.003,0.014,0.003,0.012
,,391,N/A,N/A,N/A,0.003,0.017,0.003,0.017,0.003,0.016,0.002,0.012,0.002,0.013,0.003,0.009,0.003,0.017,0.003,0.017,0.004,0.024,0.003,0.017,0.003,0.016,0.003,0.016,0.002,0.010,0.003,0.013,0.003,0.015,0.003,0.014,0.003,0.014,0.003,0.012
,,392,N/A,N/A,N/A,0.003,0.018,0.003,0.017,0.003,0.017,0.002,0.012,0.003,0.013,0.003,0.010,0.003,0.018,0.003,0.018,0.004,0.025,0.003,0.018,0.004,0.016,0.003,0.017,0.002,0.011,0.003,0.014,0.003,0.015,0.003,0.014,0.003,0.013,0.003,0.013
,,393,N/A,N/A,N/A,0.003,0.018,0.003,0.018,0.003,0.017,0.003,0.013,0.003,0.013,0.003,0.010,0.003,0.018,0.003,0.019,0.005,0.026,0.003,0.018,0.004,0.017,0.003,0.017,0.003,0.011,0.003,0.015,0.003,0.015,0.003,0.015,0.003,0.014,0.004,0.013
,,394,N/A,N/A,N/A,0.003,0.018,0.003,0.019,0.003,0.017,0.003,0.013,0.003,0.014,0.003,0.011,0.003,0.019,0.003,0.020,0.005,0.026,0.003,0.019,0.004,0.018,0.003,0.017,0.003,0.012,0.003,0.015,0.003,0.016,0.003,0.015,0.003,0.014,0.004,0.013
,,395,N/A,N/A,N/A,0.003,0.019,0.003,0.020,0.003,0.016,0.003,0.014,0.003,0.014,0.003,0.011,0.004,0.019,0.004,0.020,0.005,0.027,0.004,0.020,0.004,0.018,0.003,0.017,0.003,0.012,0.003,0.015,0.003,0.016,0.003,0.016,0.003,0.014,0.004,0.014
,,396,N/A,N/A,N/A,0.003,0.019,0.004,0.021,0.003,0.016,0.003,0.014,0.003,0.014,0.003,0.011,0.004,0.020,0.004,0.021,0.005,0.027,0.004,0.021,0.004,0.018,0.003,0.017,0.003,0.012,0.003,0.015,0.003,0.016,0.003,0.016,0.003,0.013,0.004,0.014
,,397,N/A,N/A,N/A,0.004,0.020,0.004,0.022,0.003,0.016,0.003,0.014,0.003,0.015,0.003,0.011,0.004,0.020,0.004,0.022,0.005,0.027,0.004,0.021,0.004,0.018,0.003,0.018,0.003,0.013,0.003,0.016,0.003,0.016,0.003,0.017,0.003,0.013,0.004,0.014
,,398,N/A,N/A,N/A,0.004,0.020,0.004,0.023,0.003,0.017,0.003,0.015,0.003,0.015,0.003,0.011,0.004,0.020,0.004,0.023,0.005,0.027,0.004,0.022,0.004,0.019,0.003,0.017,0.003,0.014,0.003,0.016,0.003,0.017,0.003,0.018,0.003,0.013,0.004,0.014
,,399,N/A,N/A,N/A,0.003,0.019,0.004,0.023,0.003,0.017,0.003,0.016,0.003,0.016,0.003,0.012,0.004,0.021,0.004,0.024,0.005,0.027,0.004,0.022,0.004,0.019,0.003,0.017,0.003,0.014,0.003,0.017,0.003,0.018,0.003,0.019,0.003,0.014,0.004,0.014
,,400,N/A,N/A,N/A,0.003,0.019,0.004,0.024,0.003,0.016,0.003,0.016,0.003,0.016,0.004,0.012,0.004,0.021,0.004,0.024,0.005,0.028,0.004,0.022,0.004,0.020,0.003,0.017,0.003,0.015,0.003,0.017,0.003,0.018,0.003,0.019,0.003,0.014,0.004,0.014
,,401,N/A,N/A,N/A,0.003,0.019,0.004,0.025,0.003,0.016,0.003,0.017,0.003,0.016,0.004,0.012,0.004,0.021,0.004,0.024,0.005,0.028,0.004,0.022,0.004,0.020,0.003,0.017,0.003,0.015,0.003,0.017,0.003,0.019,0.003,0.019,0.003,0.014,0.004,0.013
,,402,N/A,N/A,N/A,0.003,0.019,0.004,0.025,0.003,0.016,0.004,0.018,0.003,0.017,0.004,0.012,0.004,0.021,0.004,0.024,0.005,0.028,0.004,0.022,0.004,0.020,0.003,0.017,0.004,0.016,0.003,0.017,0.003,0.020,0.003,0.019,0.004,0.014,0.004,0.014
,,403,N/A,N/A,N/A,0.003,0.019,0.004,0.025,0.003,0.017,0.004,0.019,0.003,0.018,0.004,0.013,0.004,0.022,0.004,0.024,0.005,0.029,0.004,0.023,0.004,0.021,0.003,0.017,0.004,0.016,0.003,0.017,0.004,0.020,0.003,0.019,0.004,0.015,0.004,0.014
,,404,N/A,N/A,N/A,0.003,0.020,0.004,0.026,0.003,0.018,0.004,0.020,0.003,0.019,0.004,0.013,0.004,0.022,0.004,0.025,0.005,0.030,0.004,0.024,0.004,0.021,0.003,0.018,0.004,0.016,0.003,0.018,0.004,0.021,0.003,0.019,0.004,0.015,0.004,0.014
,,405,N/A,N/A,N/A,0.004,0.020,0.004,0.026,0.003,0.019,0.004,0.020,0.004,0.019,0.004,0.013,0.004,0.022,0.004,0.026,0.005,0.030,0.004,0.025,0.005,0.021,0.003,0.019,0.004,0.017,0.003,0.019,0.004,0.022,0.004,0.020,0.004,0.016,0.003,0.013
,,406,N/A,N/A,N/A,0.004,0.021,0.005,0.027,0.004,0.020,0.004,0.021,0.004,0.020,0.004,0.013,0.004,0.022,0.005,0.027,0.005,0.031,0.004,0.025,0.005,0.022,0.004,0.021,0.004,0.018,0.004,0.020,0.004,0.023,0.004,0.021,0.004,0.016,0.003,0.013
,,407,N/A,N/A,N/A,0.004,0.022,0.005,0.027,0.004,0.021,0.004,0.022,0.004,0.021,0.004,0.014,0.004,0.023,0.005,0.028,0.006,0.033,0.005,0.025,0.005,0.023,0.004,0.022,0.004,0.019,0.004,0.021,0.004,0.023,0.004,0.022,0.004,0.016,0.004,0.014
,,408,N/A,N/A,N/A,0.004,0.023,0.005,0.027,0.004,0.023,0.005,0.023,0.004,0.022,0.004,0.014,0.004,0.023,0.005,0.029,0.006,0.034,0.005,0.026,0.005,0.024,0.004,0.023,0.004,0.019,0.004,0.022,0.004,0.024,0.004,0.023,0.004,0.017,0.004,0.014
,,409,N/A,N/A,N/A,0.004,0.025,0.005,0.028,0.004,0.024,0.005,0.024,0.004,0.024,0.004,0.015,0.004,0.024,0.005,0.030,0.006,0.036,0.005,0.028,0.005,0.025,0.004,0.025,0.004,0.020,0.004,0.022,0.004,0.025,0.004,0.024,0.004,0.018,0.004,0.015
,,410,N/A,N/A,N/A,0.005,0.027,0.005,0.030,0.004,0.025,0.005,0.026,0.005,0.025,0.005,0.016,0.005,0.026,0.005,0.032,0.007,0.038,0.005,0.029,0.006,0.026,0.005,0.027,0.005,0.022,0.004,0.024,0.005,0.027,0.004,0.025,0.005,0.019,0.004,0.017
,,411,N/A,N/A,N/A,0.005,0.029,0.005,0.032,0.005,0.027,0.005,0.027,0.005,0.027,0.005,0.016,0.005,0.027,0.006,0.034,0.007,0.041,0.006,0.031,0.006,0.028,0.005,0.029,0.005,0.023,0.005,0.025,0.005,0.028,0.005,0.027,0.005,0.021,0.005,0.018
,,412,N/A,N/A,N/A,0.005,0.032,0.006,0.035,0.005,0.030,0.006,0.029,0.005,0.029,0.005,0.018,0.005,0.029,0.006,0.037,0.008,0.045,0.006,0.034,0.006,0.030,0.006,0.032,0.005,0.025,0.005,0.027,0.005,0.030,0.005,0.029,0.005,0.023,0.005,0.020
,,413,N/A,N/A,N/A,0.006,0.035,0.006,0.038,0.006,0.033,0.006,0.032,0.006,0.032,0.006,0.019,0.006,0.031,0.007,0.041,0.008,0.049,0.006,0.037,0.007,0.032,0.006,0.036,0.006,0.027,0.005,0.029,0.006,0.033,0.006,0.032,0.006,0.024,0.006,0.023
,,414,N/A,N/A,N/A,0.007,0.038,0.007,0.041,0.006,0.036,0.007,0.036,0.006,0.035,0.006,0.021,0.006,0.034,0.008,0.045,0.009,0.053,0.007,0.041,0.007,0.035,0.007,0.040,0.007,0.030,0.006,0.033,0.006,0.036,0.006,0.036,0.006,0.027,0.006,0.025
,,415,N/A,N/A,N/A,0.007,0.042,0.008,0.046,0.007,0.040,0.008,0.040,0.007,0.039,0.007,0.024,0.007,0.038,0.008,0.050,0.010,0.060,0.008,0.045,0.008,0.038,0.008,0.045,0.007,0.034,0.007,0.037,0.007,0.040,0.007,0.040,0.007,0.030,0.007,0.028
,,416,N/A,N/A,N/A,0.008,0.048,0.009,0.052,0.008,0.045,0.009,0.044,0.008,0.044,0.008,0.027,0.008,0.043,0.009,0.056,0.011,0.068,0.009,0.050,0.009,0.042,0.009,0.050,0.008,0.038,0.007,0.041,0.008,0.045,0.008,0.045,0.008,0.034,0.008,0.032
,,417,N/A,N/A,N/A,0.009,0.054,0.010,0.059,0.009,0.051,0.010,0.050,0.009,0.050,0.009,0.031,0.009,0.048,0.011,0.064,0.013,0.077,0.010,0.057,0.010,0.047,0.010,0.056,0.009,0.043,0.008,0.047,0.009,0.051,0.009,0.051,0.009,0.038,0.009,0.037
,,418,N/A,N/A,N/A,0.010,0.061,0.011,0.068,0.010,0.058,0.011,0.057,0.010,0.057,0.010,0.035,0.010,0.055,0.012,0.073,0.014,0.087,0.011,0.065,0.011,0.052,0.011,0.064,0.010,0.049,0.009,0.054,0.010,0.058,0.010,0.058,0.010,0.043,0.011,0.042
,,419,N/A,N/A,N/A,0.012,0.070,0.013,0.078,0.011,0.067,0.012,0.065,0.012,0.065,0.012,0.041,0.011,0.063,0.014,0.083,0.017,0.100,0.013,0.074,0.012,0.059,0.013,0.073,0.012,0.056,0.011,0.062,0.011,0.067,0.012,0.067,0.012,0.049,0.012,0.048
,,420,N/A,N/A,N/A,0.014,0.081,0.015,0.089,0.013,0.077,0.014,0.074,0.013,0.074,0.014,0.047,0.013,0.072,0.016,0.096,0.019,0.115,0.015,0.084,0.014,0.068,0.014,0.084,0.014,0.064,0.013,0.072,0.013,0.077,0.013,0.078,0.013,0.056,0.014,0.056
,,421,N/A,N/A,N/A,0.016,0.093,0.017,0.103,0.015,0.088,0.016,0.085,0.015,0.086,0.016,0.054,0.015,0.083,0.018,0.111,0.022,0.133,0.017,0.097,0.016,0.079,0.017,0.097,0.016,0.075,0.015,0.083,0.015,0.089,0.015,0.090,0.015,0.065,0.016,0.065
,,422,N/A,N/A,N/A,0.018,0.107,0.020,0.118,0.017,0.102,0.019,0.098,0.018,0.100,0.018,0.063,0.017,0.096,0.021,0.129,0.025,0.154,0.019,0.111,0.018,0.091,0.019,0.112,0.018,0.087,0.017,0.097,0.017,0.103,0.018,0.104,0.018,0.075,0.018,0.074
,,423,N/A,N/A,N/A,0.021,0.124,0.023,0.137,0.020,0.118,0.021,0.113,0.021,0.116,0.021,0.073,0.019,0.111,0.025,0.149,0.029,0.178,0.022,0.128,0.021,0.104,0.022,0.129,0.021,0.100,0.020,0.113,0.020,0.120,0.021,0.120,0.021,0.087,0.021,0.086
,,424,N/A,N/A,N/A,0.024,0.144,0.026,0.159,0.023,0.137,0.025,0.130,0.024,0.134,0.024,0.084,0.022,0.128,0.028,0.173,0.034,0.207,0.025,0.147,0.024,0.121,0.025,0.149,0.025,0.116,0.023,0.132,0.023,0.139,0.024,0.140,0.024,0.101,0.025,0.099
,,425,N/A,N/A,N/A,0.028,0.168,0.030,0.186,0.027,0.159,0.028,0.151,0.028,0.156,0.028,0.098,0.026,0.149,0.033,0.202,0.039,0.241,0.029,0.171,0.028,0.140,0.029,0.173,0.029,0.135,0.027,0.153,0.027,0.162,0.028,0.163,0.028,0.117,0.029,0.116
,,426,N/A,N/A,N/A,0.032,0.195,0.035,0.216,0.031,0.186,0.033,0.175,0.032,0.183,0.032,0.114,0.030,0.172,0.039,0.235,0.046,0.281,0.034,0.199,0.033,0.163,0.034,0.202,0.033,0.157,0.031,0.179,0.031,0.189,0.032,0.190,0.032,0.137,0.033,0.134
,,427,N/A,N/A,N/A,0.038,0.227,0.041,0.253,0.037,0.217,0.038,0.204,0.038,0.214,0.038,0.133,0.035,0.201,0.045,0.276,0.054,0.330,0.039,0.232,0.038,0.191,0.040,0.237,0.038,0.182,0.036,0.209,0.036,0.221,0.038,0.223,0.038,0.160,0.038,0.157
,,428,N/A,N/A,N/A,0.044,0.265,0.048,0.296,0.043,0.254,0.044,0.238,0.044,0.251,0.044,0.156,0.040,0.235,0.053,0.322,0.063,0.386,0.046,0.271,0.045,0.223,0.047,0.277,0.045,0.213,0.042,0.244,0.043,0.259,0.044,0.260,0.044,0.186,0.045,0.183
,,429,N/A,N/A,N/A,0.051,0.309,0.056,0.347,0.050,0.297,0.052,0.279,0.052,0.293,0.051,0.182,0.047,0.275,0.061,0.377,0.073,0.453,0.053,0.316,0.052,0.260,0.055,0.324,0.052,0.249,0.049,0.285,0.050,0.303,0.052,0.305,0.051,0.218,0.052,0.214
,,430,N/A,N/A,N/A,0.059,0.359,0.066,0.405,0.058,0.346,0.061,0.326,0.060,0.343,0.060,0.213,0.055,0.321,0.071,0.441,0.086,0.530,0.062,0.368,0.060,0.303,0.063,0.378,0.061,0.290,0.057,0.332,0.058,0.355,0.060,0.356,0.060,0.255,0.061,0.250
,,431,N/A,N/A,N/A,0.069,0.417,0.076,0.472,0.067,0.403,0.070,0.380,0.070,0.400,0.070,0.248,0.064,0.374,0.083,0.513,0.100,0.618,0.072,0.429,0.070,0.352,0.074,0.440,0.070,0.337,0.066,0.386,0.068,0.413,0.070,0.415,0.069,0.298,0.071,0.291
,,432,N/A,N/A,N/A,0.079,0.485,0.089,0.550,0.078,0.469,0.082,0.443,0.081,0.466,0.081,0.288,0.074,0.435,0.096,0.596,0.116,0.718,0.084,0.499,0.081,0.410,0.085,0.511,0.081,0.391,0.076,0.448,0.078,0.480,0.081,0.483,0.081,0.347,0.082,0.339
,,433,N/A,N/A,N/A,0.092,0.562,0.103,0.638,0.090,0.545,0.095,0.513,0.094,0.540,0.094,0.334,0.086,0.504,0.111,0.690,0.134,0.832,0.097,0.579,0.094,0.475,0.099,0.592,0.094,0.453,0.088,0.519,0.090,0.555,0.094,0.559,0.093,0.402,0.095,0.393
,,434,N/A,N/A,N/A,0.106,0.649,0.118,0.738,0.105,0.631,0.109,0.594,0.109,0.624,0.108,0.387,0.099,0.583,0.128,0.798,0.154,0.963,0.112,0.671,0.109,0.550,0.114,0.686,0.109,0.524,0.102,0.601,0.104,0.643,0.108,0.646,0.108,0.466,0.110,0.455
,,435,N/A,N/A,N/A,0.122,0.748,0.136,0.849,0.120,0.728,0.126,0.686,0.125,0.719,0.125,0.447,0.114,0.672,0.147,0.920,0.177,1.109,0.129,0.774,0.125,0.634,0.131,0.791,0.125,0.604,0.118,0.694,0.120,0.741,0.125,0.746,0.124,0.538,0.127,0.525
,,436,N/A,N/A,N/A,0.139,0.857,0.155,0.973,0.138,0.836,0.144,0.789,0.143,0.825,0.143,0.513,0.130,0.771,0.169,1.054,0.203,1.271,0.148,0.889,0.143,0.728,0.150,0.908,0.143,0.694,0.135,0.796,0.137,0.850,0.143,0.857,0.142,0.618,0.145,0.603
,,437,N/A,N/A,N/A,0.159,0.979,0.177,1.111,0.157,0.955,0.165,0.904,0.163,0.943,0.163,0.587,0.148,0.881,0.192,1.203,0.231,1.451,0.169,1.017,0.164,0.833,0.171,1.038,0.163,0.794,0.153,0.909,0.157,0.972,0.163,0.982,0.163,0.708,0.166,0.690
,,438,N/A,N/A,N/A,0.180,1.114,0.201,1.264,0.179,1.088,0.188,1.032,0.185,1.075,0.185,0.668,0.168,1.002,0.218,1.369,0.262,1.651,0.192,1.159,0.186,0.950,0.195,1.183,0.186,0.905,0.174,1.035,0.178,1.108,0.186,1.120,0.185,0.807,0.188,0.786
,,439,N/A,N/A,N/A,0.204,1.265,0.228,1.434,0.203,1.237,0.213,1.174,0.210,1.223,0.209,0.758,0.191,1.138,0.247,1.555,0.297,1.874,0.218,1.318,0.211,1.082,0.221,1.344,0.211,1.028,0.197,1.175,0.202,1.259,0.211,1.274,0.210,0.916,0.213,0.893
,,440,N/A,N/A,N/A,0.230,1.432,0.256,1.619,0.229,1.401,0.241,1.328,0.238,1.386,0.237,0.859,0.215,1.287,0.278,1.757,0.335,2.118,0.246,1.491,0.239,1.226,0.249,1.520,0.238,1.164,0.223,1.330,0.228,1.424,0.238,1.443,0.237,1.036,0.241,1.011
,,441,N/A,N/A,N/A,0.260,1.619,0.288,1.824,0.258,1.584,0.271,1.499,0.268,1.568,0.267,0.972,0.243,1.454,0.313,1.982,0.377,2.390,0.277,1.686,0.270,1.387,0.281,1.717,0.268,1.315,0.251,1.504,0.257,1.609,0.269,1.631,0.267,1.171,0.272,1.144
,,442,N/A,N/A,N/A,0.292,1.823,0.323,2.048,0.290,1.783,0.304,1.687,0.302,1.766,0.301,1.096,0.272,1.636,0.352,2.229,0.423,2.689,0.312,1.900,0.303,1.561,0.315,1.932,0.301,1.481,0.282,1.694,0.289,1.812,0.302,1.837,0.300,1.318,0.306,1.290
,,443,N/A,N/A,N/A,0.326,2.039,0.360,2.290,0.324,1.994,0.340,1.890,0.337,1.978,0.337,1.230,0.304,1.831,0.393,2.494,0.472,3.009,0.348,2.129,0.339,1.748,0.352,2.163,0.336,1.658,0.315,1.896,0.323,2.031,0.338,2.059,0.335,1.475,0.342,1.446
,,444,N/A,N/A,N/A,0.362,2.271,0.400,2.550,0.360,2.221,0.379,2.108,0.375,2.205,0.375,1.372,0.338,2.039,0.436,2.779,0.525,3.352,0.388,2.373,0.376,1.947,0.392,2.410,0.374,1.847,0.350,2.111,0.359,2.265,0.376,2.297,0.372,1.644,0.381,1.612
,,445,N/A,N/A,N/A,0.401,2.521,0.443,2.830,0.399,2.466,0.420,2.341,0.415,2.449,0.415,1.523,0.374,2.261,0.483,3.084,0.581,3.721,0.429,2.635,0.417,2.160,0.434,2.674,0.414,2.049,0.388,2.341,0.398,2.513,0.416,2.550,0.412,1.823,0.422,1.790
,,446,N/A,N/A,N/A,0.440,2.775,0.487,3.115,0.438,2.714,0.461,2.576,0.456,2.694,0.456,1.676,0.410,2.488,0.530,3.394,0.639,4.098,0.471,2.898,0.457,2.376,0.476,2.942,0.454,2.254,0.425,2.573,0.437,2.764,0.457,2.804,0.452,2.005,0.463,1.968
,,447,N/A,N/A,N/A,0.479,3.024,0.530,3.397,0.477,2.961,0.501,2.807,0.496,2.934,0.495,1.826,0.446,2.713,0.577,3.699,0.695,4.471,0.512,3.156,0.497,2.587,0.517,3.204,0.493,2.454,0.462,2.803,0.475,3.014,0.496,3.054,0.491,2.184,0.503,2.143
,,448,N/A,N/A,N/A,0.516,3.265,0.571,3.669,0.514,3.199,0.539,3.029,0.533,3.165,0.534,1.973,0.481,2.928,0.621,3.993,0.749,4.825,0.551,3.406,0.534,2.790,0.556,3.454,0.531,2.648,0.498,3.024,0.512,3.255,0.534,3.294,0.528,2.355,0.541,2.312
,,449,N/A,N/A,N/A,0.550,3.486,0.608,3.920,0.547,3.416,0.574,3.232,0.568,3.377,0.569,2.108,0.512,3.127,0.662,4.260,0.798,5.154,0.587,3.635,0.569,2.975,0.591,3.681,0.565,2.825,0.530,3.228,0.545,3.476,0.569,3.515,0.562,2.513,0.576,2.467
,,450,N/A,N/A,N/A,0.579,3.680,0.641,4.139,0.576,3.605,0.604,3.409,0.597,3.561,0.599,2.224,0.540,3.302,0.696,4.493,0.842,5.450,0.617,3.831,0.598,3.135,0.622,3.876,0.595,2.979,0.558,3.405,0.574,3.665,0.598,3.704,0.591,2.648,0.606,2.602
,,451,N/A,N/A,N/A,0.602,3.835,0.667,4.315,0.599,3.754,0.628,3.548,0.620,3.705,0.622,2.315,0.561,3.441,0.723,4.677,0.879,5.703,0.641,3.985,0.620,3.260,0.645,4.031,0.618,3.100,0.579,3.545,0.596,3.815,0.621,3.852,0.614,2.755,0.630,2.709
,,452,N/A,N/A,N/A,0.618,3.945,0.685,4.443,0.614,3.860,0.643,3.645,0.635,3.803,0.638,2.378,0.576,3.540,0.741,4.807,0.905,5.887,0.656,4.092,0.636,3.349,0.661,4.139,0.633,3.186,0.594,3.643,0.611,3.919,0.636,3.954,0.629,2.829,0.645,2.782
,,453,N/A,N/A,N/A,0.626,4.005,0.694,4.512,0.622,3.915,0.650,3.693,0.642,3.851,0.645,2.409,0.583,3.593,0.750,4.875,0.917,5.977,0.663,4.142,0.643,3.392,0.667,4.190,0.641,3.230,0.601,3.692,0.617,3.969,0.642,4.003,0.636,2.867,0.652,2.818
,,454,N/A,N/A,N/A,0.626,4.018,0.694,4.524,0.621,3.922,0.649,3.694,0.640,3.850,0.644,2.410,0.584,3.602,0.750,4.882,0.916,5.985,0.661,4.141,0.641,3.393,0.666,4.188,0.640,3.234,0.600,3.695,0.616,3.968,0.640,4.001,0.635,2.868,0.650,2.817
,,455,N/A,N/A,N/A,0.619,3.979,0.686,4.477,0.613,3.879,0.640,3.647,0.631,3.800,0.634,2.379,0.576,3.565,0.739,4.825,0.904,5.916,0.651,4.087,0.632,3.352,0.655,4.134,0.631,3.196,0.591,3.651,0.606,3.917,0.630,3.946,0.625,2.832,0.640,2.779
,,456,N/A,N/A,N/A,0.603,3.882,0.668,4.370,0.596,3.781,0.621,3.550,0.612,3.698,0.616,2.316,0.561,3.478,0.719,4.700,0.879,5.764,0.632,3.976,0.614,3.264,0.636,4.021,0.614,3.114,0.575,3.557,0.589,3.814,0.612,3.838,0.608,2.757,0.621,2.703
,,457,N/A,N/A,N/A,0.580,3.743,0.643,4.215,0.573,3.642,0.596,3.413,0.588,3.558,0.591,2.229,0.540,3.352,0.690,4.525,0.844,5.547,0.606,3.823,0.590,3.142,0.610,3.864,0.590,3.000,0.552,3.425,0.565,3.669,0.587,3.689,0.583,2.652,0.596,2.600
,,458,N/A,N/A,N/A,0.552,3.572,0.612,4.021,0.545,3.469,0.566,3.247,0.558,3.387,0.562,2.122,0.514,3.197,0.656,4.310,0.801,5.280,0.576,3.637,0.560,2.990,0.579,3.675,0.561,2.859,0.525,3.263,0.537,3.489,0.556,3.508,0.553,2.522,0.566,2.474
,,459,N/A,N/A,N/A,0.520,3.374,0.576,3.795,0.512,3.270,0.531,3.057,0.525,3.189,0.528,1.997,0.484,3.018,0.617,4.063,0.754,4.978,0.540,3.422,0.526,2.816,0.544,3.460,0.528,2.695,0.494,3.076,0.504,3.281,0.522,3.299,0.520,2.374,0.532,2.329
,,460,N/A,N/A,N/A,0.486,3.157,0.537,3.547,0.477,3.054,0.494,2.851,0.488,2.973,0.491,1.862,0.451,2.822,0.575,3.795,0.702,4.648,0.503,3.188,0.490,2.627,0.506,3.229,0.492,2.517,0.460,2.872,0.468,3.056,0.485,3.073,0.484,2.214,0.495,2.172
,,461,N/A,N/A,N/A,0.450,2.929,0.497,3.289,0.441,2.827,0.456,2.636,0.450,2.748,0.453,1.722,0.417,2.616,0.532,3.517,0.648,4.296,0.464,2.949,0.453,2.431,0.468,2.990,0.455,2.333,0.425,2.659,0.432,2.825,0.448,2.841,0.447,2.050,0.457,2.009
