# Omega OM-92 Logger 

# Configuration :
DeviceID,7290
LoggingStart,Button Press
LoggingStartTime,08.23 12:16:00
LoggingInterval,1 min
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,nan
TemperatureAlarmThresholdLow,nan
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,nan
HumidityAlarmThresholdLow,nan
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,1,2018-08-10,17:00:00,,2018-08-10 17:00:00,29.4307,40.9017,14.7701
,,2,2018-08-10,17:01:00,,2018-08-10 17:01:00,28.7764,40.4439,14.0106
,,3,2018-08-10,17:02:00,,2018-08-10 17:02:00,28.0042,41.3289,13.6525
,,4,2018-08-10,17:03:00,,2018-08-10 17:03:00,27.3715,42.1148,13.3736
,,5,2018-08-10,17:04:00,,2018-08-10 17:04:00,26.8459,43.1524,13.2738
,,6,2018-08-10,17:05:00,,2018-08-10 17:05:00,26.3526,43.8085,13.0596
,,7,2018-08-10,17:06:00,,2018-08-10 17:06:00,26.0844,44.5943,13.0893
,,8,2018-08-10,17:07:00,,2018-08-10 17:07:00,25.7734,45.2428,13.0283
,,9,2018-08-10,17:08:00,,2018-08-10 17:08:00,25.516,45.9524,13.0328
,,10,2018-08-10,17:09:00,,2018-08-10 17:09:00,25.2908,46.494,13.0072
,,11,2018-08-10,17:10:00,,2018-08-10 17:10:00,25.0977,46.639,12.879
,,12,2018-08-10,17:11:00,,2018-08-10 17:11:00,24.9476,46.7153,12.7672
,,13,2018-08-10,17:12:00,,2018-08-10 17:12:00,24.8082,47.2494,12.8137
,,14,2018-08-10,17:13:00,,2018-08-10 17:13:00,24.6902,47.8597,12.9022
,,15,2018-08-10,17:14:00,,2018-08-10 17:14:00,24.5829,48.2259,12.9207
,,16,2018-08-10,17:15:00,,2018-08-10 17:15:00,24.4971,48.1954,12.8326
,,17,2018-08-10,17:16:00,,2018-08-10 17:16:00,24.4435,48.7295,12.952
,,18,2018-08-10,17:17:00,,2018-08-10 17:17:00,24.4006,49.0652,13.0177
,,19,2018-08-10,17:18:00,,2018-08-10 17:18:00,24.3577,48.9049,12.9284
,,20,2018-08-10,17:19:00,,2018-08-10 17:19:00,24.3255,49.0117,12.9323
,,21,2018-08-10,17:20:00,,2018-08-10 17:20:00,24.2933,49.0423,12.9123
,,22,2018-08-10,17:21:00,,2018-08-10 17:21:00,24.2719,49.172,12.933
,,23,2018-08-10,17:22:00,,2018-08-10 17:22:00,24.2397,49.1414,12.894
,,24,2018-08-10,17:23:00,,2018-08-10 17:23:00,24.2075,49.1796,12.8764
,,25,2018-08-10,17:24:00,,2018-08-10 17:24:00,24.2075,49.3093,12.9167
,,26,2018-08-10,17:25:00,,2018-08-10 17:25:00,24.1968,49.5153,12.9706
,,27,2018-08-10,17:26:00,,2018-08-10 17:26:00,24.1861,49.5153,12.9608
,,28,2018-08-10,17:27:00,,2018-08-10 17:27:00,24.1754,49.5153,12.9509
,,29,2018-08-10,17:28:00,,2018-08-10 17:28:00,24.1754,49.2788,12.8777
,,30,2018-08-10,17:29:00,,2018-08-10 17:29:00,24.1754,49.5458,12.9603
,,31,2018-08-10,17:30:00,,2018-08-10 17:30:00,24.1754,49.5458,12.9603
,,32,2018-08-10,17:31:00,,2018-08-10 17:31:00,24.1754,49.5763,12.9698
,,33,2018-08-10,17:32:00,,2018-08-10 17:32:00,24.1754,49.5763,12.9698
,,34,2018-08-10,17:33:00,,2018-08-10 17:33:00,24.1861,49.5458,12.9702
