# Omega OM-92 Logger 

# Configuration :
DeviceID,4010
LoggingStart,Button Press
LoggingStartTime,08.23 12:16:00
LoggingInterval,1 min
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,nan
TemperatureAlarmThresholdLow,nan
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,nan
HumidityAlarmThresholdLow,nan
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,1,2018-08-10,17:08:00,,2018-08-10 17:08:00,28.1506,46.5627,15.633
,,2,2018-08-10,17:09:00,,2018-08-10 17:09:00,27.8396,46.6161,15.3678
,,3,2018-08-10,17:10:00,,2018-08-10 17:10:00,27.4857,46.7687,15.0966
,,4,2018-08-10,17:11:00,,2018-08-10 17:11:00,27.2068,47.1197,14.9588
,,5,2018-08-10,17:12:00,,2018-08-10 17:12:00,26.9601,47.524,14.8666
,,6,2018-08-10,17:13:00,,2018-08-10 17:13:00,26.7456,48.1725,14.8811
,,7,2018-08-10,17:14:00,,2018-08-10 17:14:00,26.574,48.6532,14.8784
,,8,2018-08-10,17:15:00,,2018-08-10 17:15:00,26.3595,48.8897,14.7573
,,9,2018-08-10,17:16:00,,2018-08-10 17:16:00,26.3381,49.1338,14.815
,,10,2018-08-10,17:17:00,,2018-08-10 17:17:00,26.2094,49.5,14.8122
,,11,2018-08-10,17:18:00,,2018-08-10 17:18:00,26.1128,49.7365,14.7977
,,12,2018-08-10,17:19:00,,2018-08-10 17:19:00,26.0163,49.8739,14.7518
,,13,2018-08-10,17:20:00,,2018-08-10 17:20:00,25.952,49.9807,14.726
,,14,2018-08-10,17:21:00,,2018-08-10 17:21:00,25.8983,50.118,14.7193
,,15,2018-08-10,17:22:00,,2018-08-10 17:22:00,25.8447,50.1485,14.6794
,,16,2018-08-10,17:23:00,,2018-08-10 17:23:00,25.8125,50.2172,14.6711
,,17,2018-08-10,17:24:00,,2018-08-10 17:24:00,25.7804,50.2935,14.6651
,,18,2018-08-10,17:25:00,,2018-08-10 17:25:00,25.7589,50.5224,14.7158
,,19,2018-08-10,17:26:00,,2018-08-10 17:26:00,25.7482,50.591,14.727
,,20,2018-08-10,17:27:00,,2018-08-10 17:27:00,25.7267,50.5224,14.6862
,,21,2018-08-10,17:28:00,,2018-08-10 17:28:00,25.7267,50.4613,14.6674
,,22,2018-08-10,17:29:00,,2018-08-10 17:29:00,25.7267,50.4919,14.6768
,,23,2018-08-10,17:30:00,,2018-08-10 17:30:00,25.7267,50.5224,14.6862
,,24,2018-08-10,17:31:00,,2018-08-10 17:31:00,25.7267,50.5605,14.6979
,,25,2018-08-10,17:32:00,,2018-08-10 17:32:00,25.7375,50.6216,14.7264
,,26,2018-08-10,17:33:00,,2018-08-10 17:33:00,25.7375,50.5605,14.7077
,,27,2018-08-10,17:34:00,,2018-08-10 17:34:00,25.7482,50.5605,14.7176
,,28,2018-08-10,17:35:00,,2018-08-10 17:35:00,25.7589,50.5605,14.7275
,,29,2018-08-10,17:36:00,,2018-08-10 17:36:00,25.7696,50.4919,14.7162
,,30,2018-08-10,17:37:00,,2018-08-10 17:37:00,25.7804,50.4919,14.7261
,,31,2018-08-10,17:38:00,,2018-08-10 17:38:00,25.7911,50.4613,14.7266
,,32,2018-08-10,17:39:00,,2018-08-10 17:39:00,25.8125,50.4537,14.744
,,33,2018-08-10,17:40:00,,2018-08-10 17:40:00,25.834,50.5147,14.7824
,,34,2018-08-10,17:41:00,,2018-08-10 17:41:00,25.834,50.385,14.7426
,,35,2018-08-10,17:42:00,,2018-08-10 17:42:00,25.8554,50.3545,14.7529
,,36,2018-08-10,17:43:00,,2018-08-10 17:43:00,25.8662,50.2859,14.7416
,,37,2018-08-10,17:44:00,,2018-08-10 17:44:00,25.8983,50.2859,14.7711
,,38,2018-08-10,17:45:00,,2018-08-10 17:45:00,25.9198,50.2172,14.7696
,,39,2018-08-10,17:46:00,,2018-08-10 17:46:00,25.9305,50.2477,14.7889
,,40,2018-08-10,17:47:00,,2018-08-10 17:47:00,25.952,50.1485,14.778
,,41,2018-08-10,17:48:00,,2018-08-10 17:48:00,25.9627,50.1485,14.7878
,,42,2018-08-10,17:49:00,,2018-08-10 17:49:00,25.9949,50.1714,14.8245
,,43,2018-08-10,17:50:00,,2018-08-10 17:50:00,26.0056,50.1409,14.8249
