Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd,Test 4 - raw,Test 4 - ppfd,Test 5 - raw,Test 5 - ppfd,Test 6 - raw,Test 6 - ppfd,Test 7 - raw,Test 7 - ppfd,Test 8 - raw,Test 8 - ppfd,Test 9 - raw,Test 9 - ppfd,Test 10 - raw,Test 10 - ppfd,Test 11 - raw,Test 11 - ppfd,Test 12 - raw,Test 12 - ppfd,Test 13 - raw,Test 13 - ppfd,Test 14 - raw,Test 14 - ppfd,Test 15 - raw,Test 15 - ppfd,Test 16 - raw,Test 16 - ppfd,Test 17 - raw,Test 17 - ppfd,Test 18 - raw,Test 18 - ppfd
,,419,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.003,0.001,0.004,0.001,0.003,0.000,0.002,0.000,0.003,0.001,0.003,0.001,0.005,0.000,0.002,0.001,0.004,0.001,0.005,0.001,0.007,0.001,0.004,0.001,0.006,0.000,0.002,0.000,0.002,0.001,0.005
,,420,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.003,0.001,0.003,0.001,0.003,0.000,0.002,0.000,0.003,0.001,0.003,0.001,0.005,0.000,0.002,0.001,0.004,0.001,0.005,0.001,0.006,0.001,0.004,0.001,0.006,0.000,0.002,0.000,0.003,0.001,0.004
,,421,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.003,0.001,0.003,0.001,0.003,0.000,0.002,0.000,0.003,0.000,0.003,0.001,0.005,0.000,0.003,0.001,0.004,0.001,0.005,0.001,0.006,0.001,0.004,0.001,0.006,0.000,0.002,0.000,0.003,0.001,0.004
,,422,N/A,N/A,N/A,0.001,0.005,0.000,0.003,0.001,0.003,0.001,0.003,0.001,0.003,0.000,0.002,0.000,0.003,0.000,0.003,0.001,0.005,0.000,0.003,0.001,0.005,0.001,0.005,0.001,0.006,0.001,0.004,0.001,0.006,0.000,0.002,0.001,0.003,0.001,0.004
,,423,N/A,N/A,N/A,0.001,0.005,0.000,0.003,0.001,0.003,0.001,0.003,0.001,0.003,0.000,0.002,0.000,0.002,0.000,0.003,0.001,0.005,0.000,0.003,0.001,0.005,0.001,0.005,0.001,0.006,0.001,0.004,0.001,0.005,0.000,0.002,0.001,0.003,0.001,0.004
,,424,N/A,N/A,N/A,0.001,0.005,0.001,0.003,0.001,0.003,0.001,0.003,0.001,0.003,0.000,0.002,0.000,0.002,0.000,0.003,0.001,0.005,0.001,0.003,0.001,0.005,0.001,0.005,0.001,0.006,0.001,0.004,0.001,0.005,0.000,0.002,0.001,0.003,0.001,0.004
,,425,N/A,N/A,N/A,0.001,0.005,0.001,0.003,0.001,0.003,0.001,0.003,0.000,0.003,0.000,0.003,0.000,0.002,0.000,0.003,0.001,0.005,0.001,0.003,0.001,0.005,0.001,0.005,0.001,0.006,0.001,0.005,0.001,0.005,0.000,0.003,0.001,0.004,0.001,0.004
,,426,N/A,N/A,N/A,0.001,0.004,0.000,0.003,0.000,0.003,0.001,0.003,0.000,0.003,0.001,0.003,0.000,0.002,0.000,0.003,0.001,0.006,0.001,0.003,0.001,0.006,0.001,0.006,0.001,0.006,0.001,0.005,0.001,0.005,0.001,0.003,0.001,0.004,0.001,0.004
,,427,N/A,N/A,N/A,0.001,0.004,0.000,0.003,0.000,0.003,0.001,0.004,0.000,0.003,0.001,0.004,0.000,0.002,0.001,0.003,0.001,0.006,0.001,0.003,0.001,0.006,0.001,0.006,0.001,0.007,0.001,0.005,0.001,0.005,0.001,0.004,0.001,0.004,0.001,0.004
,,428,N/A,N/A,N/A,0.001,0.003,0.000,0.003,0.000,0.003,0.001,0.004,0.000,0.002,0.001,0.004,0.000,0.002,0.001,0.003,0.001,0.007,0.001,0.003,0.001,0.006,0.001,0.006,0.001,0.007,0.001,0.006,0.001,0.005,0.001,0.004,0.001,0.004,0.001,0.004
,,429,N/A,N/A,N/A,0.001,0.003,0.000,0.002,0.001,0.003,0.001,0.004,0.000,0.002,0.001,0.005,0.000,0.002,0.001,0.003,0.001,0.006,0.001,0.004,0.001,0.006,0.001,0.006,0.001,0.007,0.001,0.006,0.001,0.006,0.001,0.004,0.001,0.005,0.001,0.004
,,430,N/A,N/A,N/A,0.001,0.003,0.000,0.002,0.001,0.003,0.001,0.004,0.000,0.002,0.001,0.005,0.000,0.002,0.001,0.004,0.001,0.006,0.001,0.003,0.001,0.006,0.001,0.006,0.001,0.007,0.001,0.006,0.001,0.006,0.001,0.004,0.001,0.006,0.001,0.004
,,431,N/A,N/A,N/A,0.000,0.003,0.000,0.002,0.001,0.003,0.001,0.004,0.000,0.002,0.001,0.004,0.000,0.002,0.001,0.004,0.001,0.006,0.001,0.003,0.001,0.006,0.001,0.006,0.001,0.008,0.001,0.006,0.001,0.006,0.001,0.005,0.001,0.006,0.001,0.005
,,432,N/A,N/A,N/A,0.000,0.002,0.000,0.003,0.001,0.003,0.001,0.004,0.000,0.003,0.001,0.004,0.000,0.002,0.001,0.004,0.001,0.006,0.001,0.003,0.001,0.006,0.001,0.006,0.001,0.008,0.001,0.007,0.001,0.007,0.001,0.006,0.001,0.006,0.001,0.005
,,433,N/A,N/A,N/A,0.000,0.002,0.000,0.003,0.001,0.003,0.001,0.004,0.001,0.003,0.001,0.004,0.000,0.003,0.001,0.004,0.001,0.006,0.001,0.004,0.001,0.006,0.001,0.006,0.001,0.008,0.001,0.007,0.001,0.007,0.001,0.006,0.001,0.007,0.001,0.005
,,434,N/A,N/A,N/A,0.000,0.003,0.000,0.002,0.001,0.004,0.001,0.004,0.000,0.003,0.001,0.004,0.000,0.003,0.001,0.004,0.001,0.006,0.001,0.004,0.001,0.005,0.001,0.006,0.001,0.008,0.001,0.008,0.001,0.007,0.001,0.007,0.001,0.007,0.001,0.005
,,435,N/A,N/A,N/A,0.000,0.003,0.000,0.002,0.001,0.004,0.001,0.004,0.000,0.003,0.001,0.004,0.001,0.003,0.001,0.004,0.001,0.006,0.001,0.004,0.001,0.005,0.001,0.005,0.001,0.008,0.001,0.008,0.001,0.008,0.001,0.007,0.001,0.007,0.001,0.005
,,436,N/A,N/A,N/A,0.000,0.003,0.000,0.002,0.001,0.004,0.001,0.004,0.000,0.003,0.001,0.003,0.001,0.004,0.001,0.004,0.001,0.006,0.001,0.004,0.001,0.005,0.001,0.005,0.001,0.008,0.001,0.008,0.001,0.008,0.001,0.007,0.001,0.007,0.001,0.005
,,437,N/A,N/A,N/A,0.000,0.003,0.000,0.002,0.001,0.005,0.001,0.004,0.000,0.002,0.001,0.003,0.001,0.004,0.001,0.003,0.001,0.006,0.001,0.004,0.001,0.004,0.001,0.005,0.001,0.008,0.001,0.008,0.001,0.008,0.001,0.007,0.001,0.007,0.001,0.005
,,438,N/A,N/A,N/A,0.000,0.003,0.000,0.002,0.001,0.005,0.001,0.004,0.000,0.002,0.000,0.003,0.001,0.004,0.001,0.003,0.001,0.006,0.001,0.004,0.001,0.004,0.001,0.005,0.001,0.008,0.001,0.008,0.001,0.008,0.001,0.007,0.001,0.007,0.001,0.005
,,439,N/A,N/A,N/A,0.000,0.003,0.000,0.002,0.001,0.005,0.001,0.004,0.000,0.002,0.000,0.003,0.001,0.004,0.001,0.003,0.001,0.005,0.001,0.005,0.001,0.003,0.001,0.005,0.001,0.008,0.001,0.007,0.001,0.008,0.001,0.007,0.001,0.007,0.001,0.005
,,440,N/A,N/A,N/A,0.001,0.003,0.000,0.002,0.001,0.005,0.001,0.003,0.000,0.002,0.000,0.003,0.001,0.004,0.001,0.003,0.001,0.006,0.001,0.005,0.001,0.003,0.001,0.005,0.001,0.007,0.001,0.007,0.001,0.007,0.001,0.007,0.001,0.006,0.001,0.005
,,441,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.005,0.000,0.003,0.000,0.003,0.000,0.003,0.001,0.004,0.001,0.003,0.001,0.006,0.001,0.005,0.001,0.003,0.001,0.005,0.001,0.007,0.001,0.007,0.001,0.007,0.001,0.008,0.001,0.006,0.001,0.005
,,442,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.005,0.000,0.003,0.000,0.003,0.000,0.003,0.001,0.004,0.001,0.003,0.001,0.006,0.001,0.005,0.001,0.003,0.001,0.006,0.001,0.006,0.001,0.007,0.001,0.007,0.001,0.008,0.001,0.005,0.001,0.004
,,443,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.005,0.000,0.003,0.000,0.003,0.000,0.003,0.001,0.004,0.001,0.004,0.001,0.006,0.001,0.005,0.001,0.003,0.001,0.006,0.001,0.006,0.001,0.007,0.001,0.007,0.001,0.007,0.001,0.005,0.001,0.004
,,444,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.005,0.000,0.003,0.000,0.003,0.001,0.003,0.000,0.003,0.001,0.004,0.001,0.006,0.001,0.005,0.001,0.004,0.001,0.006,0.001,0.006,0.001,0.006,0.001,0.007,0.001,0.006,0.001,0.005,0.001,0.004
,,445,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.005,0.000,0.003,0.001,0.003,0.001,0.004,0.000,0.003,0.001,0.004,0.001,0.006,0.001,0.006,0.001,0.004,0.001,0.007,0.001,0.006,0.001,0.006,0.001,0.007,0.001,0.006,0.001,0.005,0.001,0.004
,,446,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.005,0.001,0.003,0.001,0.003,0.001,0.004,0.000,0.003,0.001,0.004,0.001,0.006,0.001,0.006,0.001,0.005,0.001,0.007,0.001,0.006,0.001,0.006,0.001,0.007,0.001,0.006,0.001,0.005,0.001,0.004
,,447,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.005,0.000,0.003,0.001,0.003,0.001,0.004,0.001,0.003,0.001,0.005,0.001,0.006,0.001,0.006,0.001,0.005,0.001,0.007,0.001,0.006,0.001,0.006,0.001,0.007,0.001,0.006,0.001,0.005,0.001,0.004
,,448,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.005,0.000,0.003,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.005,0.001,0.005,0.001,0.006,0.001,0.005,0.001,0.007,0.001,0.006,0.001,0.006,0.001,0.007,0.001,0.006,0.001,0.005,0.001,0.004
,,449,N/A,N/A,N/A,0.001,0.005,0.000,0.002,0.001,0.005,0.000,0.003,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.005,0.001,0.005,0.001,0.006,0.001,0.006,0.001,0.007,0.001,0.006,0.001,0.006,0.001,0.007,0.001,0.006,0.001,0.006,0.001,0.004
,,450,N/A,N/A,N/A,0.001,0.005,0.000,0.002,0.001,0.005,0.000,0.003,0.001,0.005,0.001,0.004,0.001,0.004,0.001,0.005,0.001,0.005,0.001,0.005,0.001,0.006,0.001,0.007,0.001,0.006,0.001,0.006,0.001,0.007,0.001,0.005,0.001,0.006,0.001,0.004
,,451,N/A,N/A,N/A,0.001,0.005,0.000,0.003,0.001,0.005,0.001,0.003,0.001,0.005,0.001,0.004,0.001,0.004,0.001,0.006,0.001,0.005,0.001,0.005,0.001,0.006,0.001,0.006,0.001,0.006,0.001,0.006,0.001,0.007,0.001,0.005,0.001,0.006,0.001,0.004
,,452,N/A,N/A,N/A,0.001,0.005,0.000,0.003,0.001,0.005,0.001,0.004,0.001,0.005,0.001,0.004,0.001,0.004,0.001,0.006,0.001,0.004,0.001,0.005,0.001,0.006,0.001,0.006,0.001,0.006,0.001,0.005,0.001,0.007,0.001,0.005,0.001,0.006,0.001,0.004
,,453,N/A,N/A,N/A,0.001,0.005,0.000,0.002,0.001,0.005,0.001,0.004,0.001,0.004,0.001,0.003,0.001,0.004,0.001,0.006,0.001,0.004,0.001,0.005,0.001,0.006,0.001,0.005,0.001,0.006,0.001,0.005,0.001,0.006,0.001,0.005,0.001,0.006,0.001,0.004
,,454,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.005,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.006,0.001,0.004,0.001,0.005,0.001,0.006,0.001,0.005,0.001,0.006,0.001,0.005,0.001,0.006,0.001,0.005,0.001,0.006,0.001,0.004
,,455,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.005,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.005,0.001,0.004,0.001,0.005,0.001,0.007,0.001,0.004,0.001,0.006,0.001,0.005,0.001,0.006,0.001,0.005,0.001,0.006,0.001,0.003
,,456,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.005,0.001,0.004,0.001,0.004,0.001,0.003,0.001,0.004,0.001,0.005,0.001,0.004,0.001,0.004,0.001,0.007,0.001,0.004,0.001,0.006,0.001,0.005,0.001,0.006,0.001,0.005,0.001,0.006,0.001,0.003
,,457,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.005,0.001,0.004,0.001,0.004,0.000,0.003,0.001,0.004,0.001,0.005,0.001,0.004,0.001,0.004,0.001,0.007,0.001,0.004,0.001,0.005,0.001,0.005,0.001,0.006,0.001,0.005,0.001,0.006,0.000,0.003
,,458,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.003,0.001,0.004,0.001,0.005,0.001,0.004,0.001,0.004,0.001,0.007,0.001,0.003,0.001,0.005,0.001,0.005,0.001,0.006,0.001,0.005,0.001,0.006,0.000,0.003
,,459,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.005,0.001,0.004,0.001,0.004,0.001,0.007,0.001,0.004,0.001,0.005,0.001,0.005,0.001,0.006,0.001,0.006,0.001,0.005,0.000,0.003
,,460,N/A,N/A,N/A,0.001,0.004,0.000,0.002,0.001,0.003,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.004,0.001,0.005,0.001,0.004,0.001,0.007,0.001,0.004,0.001,0.005,0.001,0.006,0.001,0.006,0.001,0.006,0.001,0.005,0.000,0.002
,,461,N/A,N/A,N/A,0.000,0.003,0.000,0.002,0.000,0.003,0.001,0.004,0.001,0.003,0.001,0.003,0.001,0.004,0.001,0.004,0.001,0.005,0.001,0.004,0.001,0.007,0.001,0.004,0.001,0.005,0.001,0.006,0.001,0.006,0.001,0.006,0.001,0.005,0.000,0.002
