# Omega OM-92 Logger 

# Configuration :
DeviceID,9456
LoggingStart,Button Press
LoggingStartTime,08.10 11:24:00
LoggingInterval,1 min
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,nan
TemperatureAlarmThresholdLow,nan
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,nan
HumidityAlarmThresholdLow,nan
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,1,2018-07-26,14:42:00,,2018-07-26 14:42:00,27.2711,43.3202,13.717
,,2,2018-07-26,14:43:00,,2018-07-26 14:43:00,26.9923,43.1219,13.3949
,,3,2018-07-26,14:44:00,,2018-07-26 14:44:00,26.7563,40.6423,12.2777
,,4,2018-07-26,14:45:00,,2018-07-26 14:45:00,25.9841,41.4892,11.8986
,,5,2018-07-26,14:46:00,,2018-07-26 14:46:00,25.4157,42.7175,11.8298
,,6,2018-07-26,14:47:00,,2018-07-26 14:47:00,24.858,43.9535,11.7586
,,7,2018-07-26,14:48:00,,2018-07-26 14:48:00,24.4075,45.1436,11.7554
,,8,2018-07-26,14:49:00,,2018-07-26 14:49:00,24.0322,46.2194,11.7711
,,9,2018-07-26,14:50:00,,2018-07-26 14:50:00,23.7533,46.8374,11.7183
,,10,2018-07-26,14:51:00,,2018-07-26 14:51:00,23.4959,47.6766,11.7525
,,11,2018-07-26,14:52:00,,2018-07-26 14:52:00,23.26,48.1878,11.6983
,,12,2018-07-26,14:53:00,,2018-07-26 14:53:00,23.1313,48.7905,11.7688
,,13,2018-07-26,14:54:00,,2018-07-26 14:54:00,22.9275,49.1949,11.707
,,14,2018-07-26,14:55:00,,2018-07-26 14:55:00,22.7666,49.6602,11.702
,,15,2018-07-26,14:56:00,,2018-07-26 14:56:00,22.6486,50.0265,11.7049
,,16,2018-07-26,14:57:00,,2018-07-26 14:57:00,22.5414,50.8123,11.8425
,,17,2018-07-26,14:58:00,,2018-07-26 14:58:00,22.4556,50.8428,11.7725
,,18,2018-07-26,14:59:00,,2018-07-26 14:59:00,22.3698,50.8428,11.6935
,,19,2018-07-26,15:00:00,,2018-07-26 15:00:00,22.2947,51.0793,11.6946
,,20,2018-07-26,15:01:00,,2018-07-26 15:01:00,22.2196,51.3158,11.6954
,,21,2018-07-26,15:02:00,,2018-07-26 15:02:00,22.1982,51.3692,11.6914
,,22,2018-07-26,15:03:00,,2018-07-26 15:03:00,22.1553,51.4608,11.6788
,,23,2018-07-26,15:04:00,,2018-07-26 15:04:00,22.1124,51.4608,11.6392
,,24,2018-07-26,15:05:00,,2018-07-26 15:05:00,22.0802,51.5752,11.6431
,,25,2018-07-26,15:06:00,,2018-07-26 15:06:00,22.048,51.7507,11.6649
,,26,2018-07-26,15:07:00,,2018-07-26 15:07:00,22.0159,51.6897,11.6173
,,27,2018-07-26,15:08:00,,2018-07-26 15:08:00,21.9944,51.7812,11.6243
,,28,2018-07-26,15:09:00,,2018-07-26 15:09:00,21.973,51.9491,11.6535
,,29,2018-07-26,15:10:00,,2018-07-26 15:10:00,21.9622,52.445,11.7875
,,30,2018-07-26,15:11:00,,2018-07-26 15:11:00,21.9408,52.651,11.8271
,,31,2018-07-26,15:12:00,,2018-07-26 15:12:00,21.9408,52.3305,11.7346
,,32,2018-07-26,15:13:00,,2018-07-26 15:13:00,21.9193,52.0711,11.6395
,,33,2018-07-26,15:14:00,,2018-07-26 15:14:00,21.8979,52.0101,11.6019
,,34,2018-07-26,15:15:00,,2018-07-26 15:15:00,21.8764,52.1856,11.6331
,,35,2018-07-26,15:16:00,,2018-07-26 15:16:00,21.8764,52.1551,11.6242
,,36,2018-07-26,15:17:00,,2018-07-26 15:17:00,21.8657,52.1551,11.6143
,,37,2018-07-26,15:18:00,,2018-07-26 15:18:00,21.855,52.1017,11.5889
,,38,2018-07-26,15:19:00,,2018-07-26 15:19:00,21.855,52.0711,11.58
,,39,2018-07-26,15:20:00,,2018-07-26 15:20:00,21.8443,52.1856,11.6034
,,40,2018-07-26,15:21:00,,2018-07-26 15:21:00,21.8335,52.5899,11.7103
,,41,2018-07-26,15:22:00,,2018-07-26 15:22:00,21.8228,52.651,11.718
,,42,2018-07-26,15:23:00,,2018-07-26 15:23:00,21.8228,52.4221,11.652
,,43,2018-07-26,15:24:00,,2018-07-26 15:24:00,21.8014,52.3,11.5969
,,44,2018-07-26,15:25:00,,2018-07-26 15:25:00,21.7906,52.3611,11.6046
,,45,2018-07-26,15:26:00,,2018-07-26 15:26:00,21.8014,53.0553,11.8141
,,46,2018-07-26,15:27:00,,2018-07-26 15:27:00,21.8121,53.0553,11.824
,,47,2018-07-26,15:28:00,,2018-07-26 15:28:00,21.8228,52.8264,11.7684
,,48,2018-07-26,15:29:00,,2018-07-26 15:29:00,21.8228,52.7349,11.7421
,,49,2018-07-26,15:30:00,,2018-07-26 15:30:00,21.8228,52.5899,11.7004
,,50,2018-07-26,15:31:00,,2018-07-26 15:31:00,21.8121,52.3611,11.6244
,,51,2018-07-26,15:32:00,,2018-07-26 15:32:00,21.8014,52.3916,11.6233
,,52,2018-07-26,15:33:00,,2018-07-26 15:33:00,21.8121,52.6205,11.6993
,,53,2018-07-26,15:34:00,,2018-07-26 15:34:00,21.8121,52.651,11.7081
,,54,2018-07-26,15:35:00,,2018-07-26 15:35:00,21.8014,52.4221,11.6322
,,55,2018-07-26,15:36:00,,2018-07-26 15:36:00,21.8014,52.2771,11.5902
,,56,2018-07-26,15:37:00,,2018-07-26 15:37:00,21.7906,52.2466,11.5715
,,57,2018-07-26,15:38:00,,2018-07-26 15:38:00,21.7906,52.3611,11.6046
,,58,2018-07-26,15:39:00,,2018-07-26 15:39:00,21.7906,52.3611,11.6046
,,59,2018-07-26,15:40:00,,2018-07-26 15:40:00,21.7906,52.2771,11.5803
,,60,2018-07-26,15:41:00,,2018-07-26 15:41:00,21.7906,52.2161,11.5626
,,61,2018-07-26,15:42:00,,2018-07-26 15:42:00,21.7799,52.3,11.577
,,62,2018-07-26,15:43:00,,2018-07-26 15:43:00,21.7799,52.3305,11.5859
,,63,2018-07-26,15:44:00,,2018-07-26 15:44:00,21.7799,52.3611,11.5947
,,64,2018-07-26,15:45:00,,2018-07-26 15:45:00,21.7692,52.3916,11.5936
,,65,2018-07-26,15:46:00,,2018-07-26 15:46:00,21.7692,52.3,11.5671
,,66,2018-07-26,15:47:00,,2018-07-26 15:47:00,21.7692,52.2466,11.5517
,,67,2018-07-26,15:48:00,,2018-07-26 15:48:00,21.7692,52.4221,11.6024
,,68,2018-07-26,15:49:00,,2018-07-26 15:49:00,21.7692,52.712,11.6859
,,69,2018-07-26,15:50:00,,2018-07-26 15:50:00,21.7584,52.7349,11.6826
,,70,2018-07-26,15:51:00,,2018-07-26 15:51:00,21.7692,52.651,11.6684
,,71,2018-07-26,15:52:00,,2018-07-26 15:52:00,21.7692,52.5365,11.6354
,,72,2018-07-26,15:53:00,,2018-07-26 15:53:00,21.7799,52.3305,11.5859
,,73,2018-07-26,15:54:00,,2018-07-26 15:54:00,21.7692,52.3916,11.5936
,,74,2018-07-26,15:55:00,,2018-07-26 15:55:00,21.7584,52.4221,11.5925
,,75,2018-07-26,15:56:00,,2018-07-26 15:56:00,21.7692,52.3916,11.5936
,,76,2018-07-26,15:57:00,,2018-07-26 15:57:00,21.7584,52.2771,11.5506
,,77,2018-07-26,15:58:00,,2018-07-26 15:58:00,21.7477,52.2466,11.5318
,,78,2018-07-26,15:59:00,,2018-07-26 15:59:00,21.7477,52.3305,11.5561
,,79,2018-07-26,16:00:00,,2018-07-26 16:00:00,21.7477,52.2771,11.5407
,,80,2018-07-26,16:01:00,,2018-07-26 16:01:00,21.7477,52.1856,11.5141
,,81,2018-07-26,16:02:00,,2018-07-26 16:02:00,21.737,52.0711,11.471
,,82,2018-07-26,16:03:00,,2018-07-26 16:03:00,21.737,52.0406,11.4622
,,83,2018-07-26,16:04:00,,2018-07-26 16:04:00,21.737,52.0101,11.4533
,,84,2018-07-26,16:05:00,,2018-07-26 16:05:00,21.737,52.2771,11.5307
,,85,2018-07-26,16:06:00,,2018-07-26 16:06:00,21.737,52.3916,11.5638
,,86,2018-07-26,16:07:00,,2018-07-26 16:07:00,21.737,52.2466,11.5219
,,87,2018-07-26,16:08:00,,2018-07-26 16:08:00,21.737,52.0711,11.471
,,88,2018-07-26,16:09:00,,2018-07-26 16:09:00,21.737,52.0711,11.471
,,89,2018-07-26,16:10:00,,2018-07-26 16:10:00,21.737,52.1856,11.5042
,,90,2018-07-26,16:11:00,,2018-07-26 16:11:00,21.737,52.3,11.5374
,,91,2018-07-26,16:12:00,,2018-07-26 16:12:00,21.737,52.4221,11.5726
,,92,2018-07-26,16:13:00,,2018-07-26 16:13:00,21.737,52.3611,11.555
,,93,2018-07-26,16:14:00,,2018-07-26 16:14:00,21.737,52.2771,11.5307
,,94,2018-07-26,16:15:00,,2018-07-26 16:15:00,21.737,52.3305,11.5462
,,95,2018-07-26,16:16:00,,2018-07-26 16:16:00,21.737,52.3611,11.555
,,96,2018-07-26,16:17:00,,2018-07-26 16:17:00,21.737,52.3611,11.555
,,97,2018-07-26,16:18:00,,2018-07-26 16:18:00,21.737,52.3611,11.555
,,98,2018-07-26,16:19:00,,2018-07-26 16:19:00,21.737,52.4221,11.5726
,,99,2018-07-26,16:20:00,,2018-07-26 16:20:00,21.737,52.445,11.5793
,,100,2018-07-26,16:21:00,,2018-07-26 16:21:00,21.737,52.4755,11.5881
,,101,2018-07-26,16:22:00,,2018-07-26 16:22:00,21.737,52.445,11.5793
,,102,2018-07-26,16:23:00,,2018-07-26 16:23:00,21.737,52.4221,11.5726
,,103,2018-07-26,16:24:00,,2018-07-26 16:24:00,21.737,52.3916,11.5638
