# Omega OM-92 Logger 

# Configuration :
DeviceID,6822
LoggingStart,Button Press
LoggingStartTime,08.10 11:24:00
LoggingInterval,1 min
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,nan
TemperatureAlarmThresholdLow,nan
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,nan
HumidityAlarmThresholdLow,nan
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,1,2018-07-26,14:40:00,,2018-07-26 14:40:00,28.2758,46.2652,15.6467
,,2,2018-07-26,14:41:00,,2018-07-26 14:41:00,27.4178,45.4412,14.5879
,,3,2018-07-26,14:42:00,,2018-07-26 14:42:00,26.5491,46.3567,14.107
,,4,2018-07-26,14:43:00,,2018-07-26 14:43:00,25.8841,46.7306,13.6254
,,5,2018-07-26,14:44:00,,2018-07-26 14:44:00,25.2943,48.2946,13.5932
,,6,2018-07-26,14:45:00,,2018-07-26 14:45:00,24.8331,49.0423,13.407
,,7,2018-07-26,14:46:00,,2018-07-26 14:46:00,24.4255,49.6679,13.2276
,,8,2018-07-26,14:47:00,,2018-07-26 14:47:00,24.1038,50.3698,13.1471
,,9,2018-07-26,14:48:00,,2018-07-26 14:48:00,23.8142,51.0335,13.0811
,,10,2018-07-26,14:49:00,,2018-07-26 14:49:00,23.5782,51.6515,13.0479
,,11,2018-07-26,14:50:00,,2018-07-26 14:50:00,23.3745,52.033,12.9724
,,12,2018-07-26,14:51:00,,2018-07-26 14:51:00,23.1921,52.4984,12.9402
,,13,2018-07-26,14:52:00,,2018-07-26 14:52:00,23.0313,52.8493,12.8933
,,14,2018-07-26,14:53:00,,2018-07-26 14:53:00,22.8811,53.2003,12.8555
,,15,2018-07-26,14:54:00,,2018-07-26 14:54:00,22.7739,53.4902,12.8392
,,16,2018-07-26,14:55:00,,2018-07-26 14:55:00,22.6773,53.6352,12.7911
,,17,2018-07-26,14:56:00,,2018-07-26 14:56:00,22.5915,54.2226,12.878
,,18,2018-07-26,14:57:00,,2018-07-26 14:57:00,22.5272,54.5736,12.9169
,,19,2018-07-26,14:58:00,,2018-07-26 14:58:00,22.4628,54.5431,12.8486
,,20,2018-07-26,14:59:00,,2018-07-26 14:59:00,22.4092,54.5736,12.8073
,,21,2018-07-26,15:00:00,,2018-07-26 15:00:00,22.3556,54.5431,12.749
,,22,2018-07-26,15:01:00,,2018-07-26 15:01:00,22.3127,54.8025,12.7816
,,23,2018-07-26,15:02:00,,2018-07-26 15:02:00,22.2912,54.8635,12.7787
,,24,2018-07-26,15:03:00,,2018-07-26 15:03:00,22.2591,54.9245,12.7657
,,25,2018-07-26,15:04:00,,2018-07-26 15:04:00,22.2269,54.9245,12.7358
,,26,2018-07-26,15:05:00,,2018-07-26 15:05:00,22.1947,55.039,12.7377
,,27,2018-07-26,15:06:00,,2018-07-26 15:06:00,22.1625,55.1839,12.7479
,,28,2018-07-26,15:07:00,,2018-07-26 15:07:00,22.1411,55.1229,12.7111
,,29,2018-07-26,15:08:00,,2018-07-26 15:08:00,22.1196,55.0085,12.6594
,,30,2018-07-26,15:09:00,,2018-07-26 15:09:00,22.0982,55.2679,12.7113
,,31,2018-07-26,15:10:00,,2018-07-26 15:10:00,22.0767,55.7332,12.8194
,,32,2018-07-26,15:11:00,,2018-07-26 15:11:00,22.066,55.9698,12.8741
,,33,2018-07-26,15:12:00,,2018-07-26 15:12:00,22.0553,55.5883,12.7596
,,34,2018-07-26,15:13:00,,2018-07-26 15:13:00,22.0553,55.3594,12.6966
,,35,2018-07-26,15:14:00,,2018-07-26 15:14:00,22.0446,55.3899,12.6951
,,36,2018-07-26,15:15:00,,2018-07-26 15:15:00,22.0338,55.4128,12.6914
,,37,2018-07-26,15:16:00,,2018-07-26 15:16:00,22.0231,55.4738,12.6982
,,38,2018-07-26,15:17:00,,2018-07-26 15:17:00,22.0124,55.4738,12.6882
,,39,2018-07-26,15:18:00,,2018-07-26 15:18:00,22.0124,55.4433,12.6798
,,40,2018-07-26,15:19:00,,2018-07-26 15:19:00,22.0124,55.3594,12.6567
,,41,2018-07-26,15:20:00,,2018-07-26 15:20:00,22.0124,55.4433,12.6798
,,42,2018-07-26,15:21:00,,2018-07-26 15:21:00,22.0017,55.7943,12.7662
,,43,2018-07-26,15:22:00,,2018-07-26 15:22:00,21.9909,55.8248,12.7646
,,44,2018-07-26,15:23:00,,2018-07-26 15:23:00,21.9909,55.6493,12.7165
,,45,2018-07-26,15:24:00,,2018-07-26 15:24:00,21.9802,55.4128,12.6415
,,46,2018-07-26,15:25:00,,2018-07-26 15:25:00,21.9802,55.6798,12.7149
,,47,2018-07-26,15:26:00,,2018-07-26 15:26:00,21.9802,55.9392,12.7859
,,48,2018-07-26,15:27:00,,2018-07-26 15:27:00,21.9909,56.1147,12.8437
,,49,2018-07-26,15:28:00,,2018-07-26 15:28:00,21.9909,55.9087,12.7875
,,50,2018-07-26,15:29:00,,2018-07-26 15:29:00,21.9909,55.7943,12.7562
,,51,2018-07-26,15:30:00,,2018-07-26 15:30:00,21.9909,55.7104,12.7332
,,52,2018-07-26,15:31:00,,2018-07-26 15:31:00,21.9802,55.5349,12.6751
,,53,2018-07-26,15:32:00,,2018-07-26 15:32:00,21.9802,55.5349,12.6751
,,54,2018-07-26,15:33:00,,2018-07-26 15:33:00,21.9802,55.8553,12.7629
,,55,2018-07-26,15:34:00,,2018-07-26 15:34:00,21.9802,55.8248,12.7546
,,56,2018-07-26,15:35:00,,2018-07-26 15:35:00,21.9802,55.6493,12.7065
,,57,2018-07-26,15:36:00,,2018-07-26 15:36:00,21.9695,55.5349,12.6651
,,58,2018-07-26,15:37:00,,2018-07-26 15:37:00,21.9588,55.3594,12.6068
,,59,2018-07-26,15:38:00,,2018-07-26 15:38:00,21.9588,55.5883,12.6698
,,60,2018-07-26,15:39:00,,2018-07-26 15:39:00,21.9695,55.5578,12.6714
,,61,2018-07-26,15:40:00,,2018-07-26 15:40:00,21.9588,55.5578,12.6614
,,62,2018-07-26,15:41:00,,2018-07-26 15:41:00,21.9588,55.3899,12.6152
,,63,2018-07-26,15:42:00,,2018-07-26 15:42:00,21.9588,55.3289,12.5984
,,64,2018-07-26,15:43:00,,2018-07-26 15:43:00,21.9588,55.4128,12.6215
,,65,2018-07-26,15:44:00,,2018-07-26 15:44:00,21.948,55.5883,12.6598
,,66,2018-07-26,15:45:00,,2018-07-26 15:45:00,21.948,55.5883,12.6598
,,67,2018-07-26,15:46:00,,2018-07-26 15:46:00,21.948,55.3899,12.6052
,,68,2018-07-26,15:47:00,,2018-07-26 15:47:00,21.948,55.3289,12.5884
,,69,2018-07-26,15:48:00,,2018-07-26 15:48:00,21.9373,55.5578,12.6414
,,70,2018-07-26,15:49:00,,2018-07-26 15:49:00,21.9373,55.7638,12.6979
,,71,2018-07-26,15:50:00,,2018-07-26 15:50:00,21.948,55.7943,12.7162
,,72,2018-07-26,15:51:00,,2018-07-26 15:51:00,21.948,55.7638,12.7079
,,73,2018-07-26,15:52:00,,2018-07-26 15:52:00,21.948,55.7104,12.6933
,,74,2018-07-26,15:53:00,,2018-07-26 15:53:00,21.948,55.5349,12.6451
