# Omega OM-92 Logger 

# Configuration :
DeviceID,7292
LoggingStart,Button Press
LoggingStartTime,08.10 11:24:00
LoggingInterval,1 min
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,nan
TemperatureAlarmThresholdLow,nan
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,nan
HumidityAlarmThresholdLow,nan
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,1,2018-07-26,14:47:00,,2018-07-26 14:47:00,26.9566,49.6831,15.5551
,,2,2018-07-26,14:48:00,,2018-07-26 14:48:00,26.8172,42.5344,13.0269
,,3,2018-07-26,14:49:00,,2018-07-26 14:49:00,25.9056,44.19,12.788
,,4,2018-07-26,14:50:00,,2018-07-26 14:50:00,25.1334,45.5785,12.5602
,,5,2018-07-26,14:51:00,,2018-07-26 14:51:00,24.5971,46.7,12.4429
,,6,2018-07-26,14:52:00,,2018-07-26 14:52:00,24.1574,47.4859,12.2959
,,7,2018-07-26,14:53:00,,2018-07-26 14:53:00,23.8035,48.0657,12.157
,,8,2018-07-26,14:54:00,,2018-07-26 14:54:00,23.5032,48.5464,12.0334
,,9,2018-07-26,14:55:00,,2018-07-26 14:55:00,23.2672,48.8592,11.9147
,,10,2018-07-26,14:56:00,,2018-07-26 14:56:00,23.0742,49.1643,11.8322
,,11,2018-07-26,14:57:00,,2018-07-26 14:57:00,22.8918,49.5382,11.7797
,,12,2018-07-26,14:58:00,,2018-07-26 14:58:00,22.7524,49.6679,11.6913
,,13,2018-07-26,14:59:00,,2018-07-26 14:59:00,22.6237,49.7442,11.5963
,,14,2018-07-26,15:00:00,,2018-07-26 15:00:00,22.5165,49.8128,11.5186
,,15,2018-07-26,15:01:00,,2018-07-26 15:01:00,22.4307,49.9502,11.4814
,,16,2018-07-26,15:02:00,,2018-07-26 15:02:00,22.3556,49.9883,11.4239
,,17,2018-07-26,15:03:00,,2018-07-26 15:03:00,22.2698,50.0265,11.3566
,,18,2018-07-26,15:04:00,,2018-07-26 15:04:00,22.2376,50.0875,11.3454
,,19,2018-07-26,15:05:00,,2018-07-26 15:05:00,22.2376,50.1562,11.3661
,,20,2018-07-26,15:06:00,,2018-07-26 15:06:00,22.1947,50.2248,11.3473
,,21,2018-07-26,15:07:00,,2018-07-26 15:07:00,22.1518,50.2248,11.3079
,,22,2018-07-26,15:08:00,,2018-07-26 15:08:00,22.1196,50.2248,11.2783
,,23,2018-07-26,15:09:00,,2018-07-26 15:09:00,22.0875,50.2935,11.2693
,,24,2018-07-26,15:10:00,,2018-07-26 15:10:00,22.0767,50.4232,11.2983
,,25,2018-07-26,15:11:00,,2018-07-26 15:11:00,22.0553,50.4842,11.2968
,,26,2018-07-26,15:12:00,,2018-07-26 15:12:00,22.0446,50.4003,11.2619
,,27,2018-07-26,15:13:00,,2018-07-26 15:13:00,22.0231,50.3011,11.2124
,,28,2018-07-26,15:14:00,,2018-07-26 15:14:00,22.0231,50.2325,11.1918
,,29,2018-07-26,15:15:00,,2018-07-26 15:15:00,22.0124,50.3011,11.2025
,,30,2018-07-26,15:16:00,,2018-07-26 15:16:00,22.0017,50.3011,11.1926
,,31,2018-07-26,15:17:00,,2018-07-26 15:17:00,21.9909,50.3011,11.1828
,,32,2018-07-26,15:18:00,,2018-07-26 15:18:00,21.9802,50.3316,11.1821
,,33,2018-07-26,15:19:00,,2018-07-26 15:19:00,21.9695,50.2706,11.1539
,,34,2018-07-26,15:20:00,,2018-07-26 15:20:00,21.9588,50.3316,11.1623
,,35,2018-07-26,15:21:00,,2018-07-26 15:21:00,21.9588,50.4232,11.1897
,,36,2018-07-26,15:22:00,,2018-07-26 15:22:00,21.9588,50.4842,11.208
,,37,2018-07-26,15:23:00,,2018-07-26 15:23:00,21.948,50.4232,11.1799
,,38,2018-07-26,15:24:00,,2018-07-26 15:24:00,21.9373,50.3316,11.1426
,,39,2018-07-26,15:25:00,,2018-07-26 15:25:00,21.9373,50.3011,11.1334
,,40,2018-07-26,15:26:00,,2018-07-26 15:26:00,21.9373,50.5681,11.2133
,,41,2018-07-26,15:27:00,,2018-07-26 15:27:00,21.948,50.5376,11.2141
,,42,2018-07-26,15:28:00,,2018-07-26 15:28:00,21.948,50.5147,11.2072
,,43,2018-07-26,15:29:00,,2018-07-26 15:29:00,21.9588,50.4537,11.1989
,,44,2018-07-26,15:30:00,,2018-07-26 15:30:00,21.9373,50.4232,11.17
,,45,2018-07-26,15:31:00,,2018-07-26 15:31:00,21.9373,50.3316,11.1426
,,46,2018-07-26,15:32:00,,2018-07-26 15:32:00,21.9373,50.3011,11.1334
,,47,2018-07-26,15:33:00,,2018-07-26 15:33:00,21.9373,50.4232,11.17
,,48,2018-07-26,15:34:00,,2018-07-26 15:34:00,21.9373,50.4232,11.17
,,49,2018-07-26,15:35:00,,2018-07-26 15:35:00,21.9373,50.3316,11.1426
,,50,2018-07-26,15:36:00,,2018-07-26 15:36:00,21.9266,50.3011,11.1236
,,51,2018-07-26,15:37:00,,2018-07-26 15:37:00,21.9266,50.2706,11.1144
,,52,2018-07-26,15:38:00,,2018-07-26 15:38:00,21.9266,50.3011,11.1236
,,53,2018-07-26,15:39:00,,2018-07-26 15:39:00,21.9266,50.3011,11.1236
,,54,2018-07-26,15:40:00,,2018-07-26 15:40:00,21.9266,50.3011,11.1236
,,55,2018-07-26,15:41:00,,2018-07-26 15:41:00,21.9266,50.2706,11.1144
,,56,2018-07-26,15:42:00,,2018-07-26 15:42:00,21.9266,50.2325,11.103
,,57,2018-07-26,15:43:00,,2018-07-26 15:43:00,21.9266,50.3011,11.1236
,,58,2018-07-26,15:44:00,,2018-07-26 15:44:00,21.9266,50.2706,11.1144
,,59,2018-07-26,15:45:00,,2018-07-26 15:45:00,21.9266,50.3011,11.1236
,,60,2018-07-26,15:46:00,,2018-07-26 15:46:00,21.9266,50.2706,11.1144
,,61,2018-07-26,15:47:00,,2018-07-26 15:47:00,21.9266,50.2325,11.103
,,62,2018-07-26,15:48:00,,2018-07-26 15:48:00,21.9266,50.2706,11.1144
,,63,2018-07-26,15:49:00,,2018-07-26 15:49:00,21.9266,50.3698,11.1441
,,64,2018-07-26,15:50:00,,2018-07-26 15:50:00,21.9266,50.4003,11.1533
,,65,2018-07-26,15:51:00,,2018-07-26 15:51:00,21.9266,50.3698,11.1441
,,66,2018-07-26,15:52:00,,2018-07-26 15:52:00,21.9266,50.3316,11.1327
,,67,2018-07-26,15:53:00,,2018-07-26 15:53:00,21.9266,50.2706,11.1144
,,68,2018-07-26,15:54:00,,2018-07-26 15:54:00,21.9266,50.2325,11.103
,,69,2018-07-26,15:55:00,,2018-07-26 15:55:00,21.9266,50.2706,11.1144
,,70,2018-07-26,15:56:00,,2018-07-26 15:56:00,21.9266,50.2706,11.1144
,,71,2018-07-26,15:57:00,,2018-07-26 15:57:00,21.9266,50.2325,11.103
,,72,2018-07-26,15:58:00,,2018-07-26 15:58:00,21.9266,50.2325,11.103
,,73,2018-07-26,15:59:00,,2018-07-26 15:59:00,21.9159,50.2706,11.1046
,,74,2018-07-26,16:00:00,,2018-07-26 16:00:00,21.9159,50.2019,11.0839
,,75,2018-07-26,16:01:00,,2018-07-26 16:01:00,21.9159,50.2325,11.0931
,,76,2018-07-26,16:02:00,,2018-07-26 16:02:00,21.9051,50.2019,11.0741
,,77,2018-07-26,16:03:00,,2018-07-26 16:03:00,21.9051,50.1714,11.0649
,,78,2018-07-26,16:04:00,,2018-07-26 16:04:00,21.9051,50.1714,11.0649
,,79,2018-07-26,16:05:00,,2018-07-26 16:05:00,21.9051,50.2325,11.0832
,,80,2018-07-26,16:06:00,,2018-07-26 16:06:00,21.9159,50.2325,11.0931
,,81,2018-07-26,16:07:00,,2018-07-26 16:07:00,21.9051,50.2325,11.0832
,,82,2018-07-26,16:08:00,,2018-07-26 16:08:00,21.9051,50.2019,11.0741
,,83,2018-07-26,16:09:00,,2018-07-26 16:09:00,21.9051,50.1714,11.0649
,,84,2018-07-26,16:10:00,,2018-07-26 16:10:00,21.9051,50.1714,11.0649
,,85,2018-07-26,16:11:00,,2018-07-26 16:11:00,21.8944,50.2325,11.0734
,,86,2018-07-26,16:12:00,,2018-07-26 16:12:00,21.8944,50.2325,11.0734
,,87,2018-07-26,16:13:00,,2018-07-26 16:13:00,21.8944,50.2325,11.0734
,,88,2018-07-26,16:14:00,,2018-07-26 16:14:00,21.8837,50.2325,11.0635
,,89,2018-07-26,16:15:00,,2018-07-26 16:15:00,21.8837,50.2325,11.0635
,,90,2018-07-26,16:16:00,,2018-07-26 16:16:00,21.8837,50.2096,11.0566
,,91,2018-07-26,16:17:00,,2018-07-26 16:17:00,21.8837,50.2096,11.0566
,,92,2018-07-26,16:18:00,,2018-07-26 16:18:00,21.8837,50.2325,11.0635
,,93,2018-07-26,16:19:00,,2018-07-26 16:19:00,21.8837,50.2325,11.0635
,,94,2018-07-26,16:20:00,,2018-07-26 16:20:00,21.8837,50.2401,11.0658
,,95,2018-07-26,16:21:00,,2018-07-26 16:21:00,21.8837,50.2325,11.0635
,,96,2018-07-26,16:22:00,,2018-07-26 16:22:00,21.8944,50.2325,11.0734
,,97,2018-07-26,16:23:00,,2018-07-26 16:23:00,21.8944,50.2325,11.0734
,,98,2018-07-26,16:24:00,,2018-07-26 16:24:00,21.8944,50.2325,11.0734
,,99,2018-07-26,16:25:00,,2018-07-26 16:25:00,21.8837,50.2325,11.0635
,,100,2018-07-26,16:26:00,,2018-07-26 16:26:00,21.8837,50.2019,11.0543
,,101,2018-07-26,16:27:00,,2018-07-26 16:27:00,21.8837,50.1714,11.0452
,,102,2018-07-26,16:28:00,,2018-07-26 16:28:00,21.873,50.2096,11.0468
,,103,2018-07-26,16:29:00,,2018-07-26 16:29:00,21.8622,50.2096,11.0369
,,104,2018-07-26,16:30:00,,2018-07-26 16:30:00,21.873,50.2401,11.0559
,,105,2018-07-26,16:31:00,,2018-07-26 16:31:00,21.873,50.2401,11.0559
,,106,2018-07-26,16:32:00,,2018-07-26 16:32:00,21.873,50.2401,11.0559
,,107,2018-07-26,16:33:00,,2018-07-26 16:33:00,21.8622,50.2096,11.0369
,,108,2018-07-26,16:34:00,,2018-07-26 16:34:00,21.8622,50.2096,11.0369
,,109,2018-07-26,16:35:00,,2018-07-26 16:35:00,21.8622,50.2401,11.0461
,,110,2018-07-26,16:36:00,,2018-07-26 16:36:00,21.873,50.2782,11.0674
,,111,2018-07-26,16:37:00,,2018-07-26 16:37:00,21.8837,50.2401,11.0658
,,112,2018-07-26,16:38:00,,2018-07-26 16:38:00,21.8837,50.1714,11.0452
,,113,2018-07-26,16:39:00,,2018-07-26 16:39:00,21.8837,50.1714,11.0452
,,114,2018-07-26,16:40:00,,2018-07-26 16:40:00,21.873,50.1714,11.0353
,,115,2018-07-26,16:41:00,,2018-07-26 16:41:00,21.873,50.2096,11.0468
,,116,2018-07-26,16:42:00,,2018-07-26 16:42:00,21.8622,50.2096,11.0369
,,117,2018-07-26,16:43:00,,2018-07-26 16:43:00,21.8622,50.2096,11.0369
,,118,2018-07-26,16:44:00,,2018-07-26 16:44:00,21.8515,50.1714,11.0156
,,119,2018-07-26,16:45:00,,2018-07-26 16:45:00,21.8515,50.1714,11.0156
,,120,2018-07-26,16:46:00,,2018-07-26 16:46:00,21.8622,50.2096,11.0369
,,121,2018-07-26,16:47:00,,2018-07-26 16:47:00,21.873,50.2096,11.0468
,,122,2018-07-26,16:48:00,,2018-07-26 16:48:00,21.8622,50.2096,11.0369
,,123,2018-07-26,16:49:00,,2018-07-26 16:49:00,21.8622,50.1714,11.0255
,,124,2018-07-26,16:50:00,,2018-07-26 16:50:00,21.8622,50.1714,11.0255
,,125,2018-07-26,16:51:00,,2018-07-26 16:51:00,21.8622,50.2096,11.0369
,,126,2018-07-26,16:52:00,,2018-07-26 16:52:00,21.873,50.2096,11.0468
,,127,2018-07-26,16:53:00,,2018-07-26 16:53:00,21.8837,50.2019,11.0543
,,128,2018-07-26,16:54:00,,2018-07-26 16:54:00,21.8837,50.1714,11.0452
,,129,2018-07-26,16:55:00,,2018-07-26 16:55:00,21.8622,50.1714,11.0255
,,130,2018-07-26,16:56:00,,2018-07-26 16:56:00,21.873,50.2096,11.0468
,,131,2018-07-26,16:57:00,,2018-07-26 16:57:00,21.8837,50.2782,11.0772
,,132,2018-07-26,16:58:00,,2018-07-26 16:58:00,21.873,50.2782,11.0674
,,133,2018-07-26,16:59:00,,2018-07-26 16:59:00,21.8837,50.2096,11.0566
,,134,2018-07-26,17:00:00,,2018-07-26 17:00:00,21.8837,50.1714,11.0452
,,135,2018-07-26,17:01:00,,2018-07-26 17:01:00,21.8837,50.1409,11.036
,,136,2018-07-26,17:02:00,,2018-07-26 17:02:00,21.873,50.2096,11.0468
,,137,2018-07-26,17:03:00,,2018-07-26 17:03:00,21.873,50.2096,11.0468
,,138,2018-07-26,17:04:00,,2018-07-26 17:04:00,21.8622,50.1714,11.0255
,,139,2018-07-26,17:05:00,,2018-07-26 17:05:00,21.8622,50.1714,11.0255
,,140,2018-07-26,17:06:00,,2018-07-26 17:06:00,21.8622,50.1104,11.0071
,,141,2018-07-26,17:07:00,,2018-07-26 17:07:00,21.873,50.1714,11.0353
,,142,2018-07-26,17:08:00,,2018-07-26 17:08:00,21.873,50.2096,11.0468
,,143,2018-07-26,17:09:00,,2018-07-26 17:09:00,21.873,50.2096,11.0468
,,144,2018-07-26,17:10:00,,2018-07-26 17:10:00,21.8622,50.2096,11.0369
